wafer_id,site,site_value
wf0180,S3,668.424
wf0180,S4,684.407
wf0180,S5,691.686
wf0180,S6,681.396
wf0180,S7,694.81
wf0180,S8,674.907
wf0180,S9,708.724
wf0180,S10,670.292
wf0180,S11,683.418
wf0180,S12,672.494
wf0180,S13,665.937
wf0181,S1,586.927
wf0181,S2,573.653
wf0181,S3,643.969
wf0181,S4,563.807
wf0181,S5,663.804
wf0181,S6,560.914
wf0181,S7,633.864
wf0181,S8,580.038
wf0181,S9,556.864
wf0181,S10,611.356
wf0181,S11,571.047
wf0181,S12,677.661
wf0181,S13,632.322
wf0182,S1,635.027
wf0182,S2,638.189
wf0182,S3,631.136
wf0182,S4,625.443
wf0182,S5,590.615
wf0182,S6,642.6
wf0182,S7,635.936
wf0182,S8,636.912
wf0182,S9,616.481
wf0182,S10,649.641
wf0182,S11,623.928
wf0182,S12,659.795
wf0182,S13,615.236
wf0183,S1,589.189
wf0183,S2,610.722
wf0183,S3,592.841
wf0183,S4,621.809
wf0183,S5,623.219
wf0183,S6,600.446
wf0183,S7,598.416
wf0183,S8,639.163
wf0183,S9,597.545
wf0183,S10,576.955
wf0183,S11,608.712
wf0183,S12,599.552
wf0183,S13,584.247
wf0184,S1,635.623
wf0184,S2,585.102
wf0184,S3,580.634
wf0184,S4,656.406
wf0184,S5,661.495
wf0184,S6,583.775
wf0184,S7,678.154
wf0184,S8,656.858
wf0184,S9,626.392
wf0184,S10,625.101
wf0184,S11,628.626
wf0184,S12,576.348
wf0184,S13,708.221
wf0185,S1,606.406
wf0185,S2,588.33
wf0185,S3,528.31
wf0185,S4,615.926
wf0185,S5,682.288
wf0185,S6,741.123
wf0185,S7,551.994
wf0185,S8,591.006
wf0185,S9,622.034
wf0185,S10,643.084
wf0185,S11,640.177
wf0185,S12,614.602
wf0185,S13,651.803
wf0186,S1,609.131
wf0186,S2,633.26
wf0186,S3,632.906
wf0186,S4,599.144
wf0186,S5,615.059
wf0186,S6,638.9
wf0186,S7,617.471
wf0186,S8,629.101
wf0186,S9,622.949
wf0186,S10,620.515
wf0186,S11,635.844
wf0186,S12,627.493
wf0186,S13,604.215
wf0187,S1,606.023
wf0187,S2,608.066
wf0187,S3,619.151
wf0187,S4,600.801
wf0187,S5,611.258
wf0187,S6,623.906
wf0187,S7,627.224
wf0187,S8,613.978
wf0187,S9,619.736
wf0187,S10,612.541
wf0187,S11,599.886
wf0187,S12,603.64
wf0187,S13,628.514
wf0188,S1,601.047
wf0188,S2,631.205
wf0188,S3,636.58
wf0188,S4,629.268
wf0188,S5,625.173
wf0188,S6,617.123
wf0188,S7,615.37
wf0188,S8,640.192
wf0188,S9,629.504
wf0188,S10,660.399
wf0188,S11,646.84
wf0188,S12,603.987
wf0188,S13,641.79
wf0189,S1,777.049
wf0189,S2,766.97
wf0189,S3,774.597
wf0189,S4,797.643
wf0189,S5,753.944
wf0189,S6,755.389
wf0189,S7,774.808
wf0189,S8,762.989
wf0189,S9,775.268
wf0189,S10,745.618
wf0189,S11,764.031
wf0189,S12,761.009
wf0189,S13,767.982
wf0190,S1,620.193
wf0190,S2,626.873
wf0190,S3,601.565
wf0190,S4,627.465
wf0190,S5,632.342
wf0190,S6,612.688
wf0190,S7,622.366
wf0190,S8,603.379
wf0190,S9,601.144
wf0190,S10,630.12
wf0190,S11,622.681
wf0190,S12,618.674
wf0190,S13,642.47
wf0191,S1,617.843
wf0191,S2,625.093
wf0191,S3,644.537
wf0191,S4,613.084
wf0191,S5,629.031
wf0191,S6,594.466
wf0191,S7,614.056
wf0191,S8,614.653
wf0191,S9,638.765
wf0191,S10,616.088
wf0191,S11,613.662
wf0191,S12,612.403
wf0191,S13,629.664
wf0192,S1,614.65
wf0192,S2,611.888
wf0192,S3,615.0
wf0192,S4,595.88
wf0192,S5,615.559
wf0192,S6,623.426
wf0192,S7,644.042
wf0192,S8,614.594
wf0192,S9,595.583
wf0192,S10,590.62
wf0192,S11,597.948
wf0192,S12,617.238
wf0192,S13,593.129
wf0193,S1,597.857
wf0193,S2,587.222
wf0193,S3,588.477
wf0193,S4,586.682
wf0193,S5,617.071
wf0193,S6,609.486
wf0193,S7,591.804
wf0193,S8,585.186
wf0193,S9,595.118
wf0193,S10,601.259
wf0193,S11,612.176
wf0193,S12,602.127
wf0193,S13,610.571
wf0194,S1,626.106
wf0194,S2,591.333
wf0194,S3,624.168
wf0194,S4,615.536
wf0194,S5,610.33
wf0194,S6,587.193
wf0194,S7,621.515
wf0194,S8,626.165
wf0194,S9,596.241
wf0194,S10,613.306
wf0194,S11,623.757
wf0194,S12,610.081
wf0194,S13,613.255
wf0195,S1,636.607
wf0195,S2,675.751
wf0195,S3,656.161
wf0195,S4,694.785
wf0195,S5,670.568
wf0195,S6,680.383
wf0195,S7,685.179
wf0195,S8,669.207
wf0195,S9,657.832
wf0195,S10,626.332
wf0195,S11,657.133
wf0195,S12,670.768
wf0195,S13,666.482
wf0196,S1,641.643
wf0196,S2,661.589
wf0196,S3,639.183
wf0196,S4,639.999
wf0196,S5,646.559
wf0196,S6,638.265
wf0196,S7,675.81
wf0196,S8,655.842
wf0196,S9,621.521
wf0196,S10,644.053
wf0196,S11,643.409
wf0196,S12,653.074
wf0196,S13,627.147
wf0197,S1,636.829
wf0197,S2,615.111
wf0197,S3,616.247
wf0197,S4,611.289
wf0197,S5,635.034
wf0197,S6,637.081
wf0197,S7,626.086
wf0197,S8,624.394
wf0197,S9,630.693
wf0197,S10,603.335
wf0197,S11,624.172
wf0197,S12,614.081
wf0197,S13,638.398
wf0198,S1,611.789
wf0198,S2,612.11
wf0198,S3,619.812
wf0198,S4,611.282
wf0198,S5,619.649
wf0198,S6,606.215
wf0198,S7,645.293
wf0198,S8,619.907
wf0198,S9,603.811
wf0198,S10,607.285
wf0198,S11,631.649
wf0198,S12,624.969
wf0198,S13,623.139
wf0199,S1,626.543
wf0199,S2,619.417
wf0199,S3,616.969
wf0199,S4,649.548
wf0199,S5,623.547
wf0199,S6,628.445
wf0199,S7,656.788
wf0199,S8,623.58
wf0199,S9,606.473
wf0199,S10,624.627
wf0199,S11,664.229
wf0199,S12,639.16
wf0199,S13,670.024
wf0200,S1,640.438
wf0200,S2,619.548
wf0200,S3,619.64
wf0200,S4,624.899
wf0200,S5,628.438
wf0200,S6,630.299
wf0200,S7,625.219
wf0200,S8,644.624
wf0200,S9,637.216
wf0200,S10,625.281
wf0200,S11,634.13
wf0200,S12,635.284
wf0200,S13,644.336
